Source,Target,Subject
Ingrid Barranco,Ingrid Barranco,RE: Yearly numbers looking good
Ingrid Barranco,Ada Campo-Corrente,RE: Yearly numbers looking good
Ingrid Barranco,Orhan Strum,RE: Yearly numbers looking good
Isande Borrasca,Elsa Orilla,RE: Downhole prediction 2522-00 - check your parameters
Isande Borrasca,Vira Frente,RE: Downhole prediction 2522-00 - check your parameters
Isande Borrasca,Kare Orilla,RE: Downhole prediction 2522-00 - check your parameters
Isande Borrasca,Isande Borrasca,RE: Downhole prediction 2522-00 - check your parameters
Isande Borrasca,Gustav Cazar,RE: Downhole prediction 2522-00 - check your parameters
Isande Borrasca,Birgitta Frente,RE: Downhole prediction 2522-00 - check your parameters
Isande Borrasca,Brand Tempestad,RE: Downhole prediction 2522-00 - check your parameters
Isande Borrasca,Lars Azada,RE: Downhole prediction 2522-00 - check your parameters
Isande Borrasca,Marin Onda,RE: Downhole prediction 2522-00 - check your parameters
Isande Borrasca,Axel Calzas,RE: Downhole prediction 2522-00 - check your parameters
Edvard Vann,Elsa Orilla,Money for coffee fund
Henk Mies,Adan Morlun,RE: Traffic advisory for today
Henk Mies,Valeria Morlun,RE: Traffic advisory for today
Henk Mies,Henk Mies,RE: Traffic advisory for today
Henk Mies,Albina Hafon,RE: Traffic advisory for today
Henk Mies,Dylan Scozzese,RE: Traffic advisory for today
Isak Baza,Lucas Alcazar,RE: GT-SeismicProcessorPro Bug Report
Isak Baza,Isak Baza,RE: GT-SeismicProcessorPro Bug Report
Isak Baza,Nils Calixto,RE: GT-SeismicProcessorPro Bug Report
Vira Frente,Elsa Orilla,RE: Downhole prediction 2522-00 - check your parameters
Vira Frente,Vira Frente,RE: Downhole prediction 2522-00 - check your parameters
Vira Frente,Kare Orilla,RE: Downhole prediction 2522-00 - check your parameters
Vira Frente,Isande Borrasca,RE: Downhole prediction 2522-00 - check your parameters
Vira Frente,Gustav Cazar,RE: Downhole prediction 2522-00 - check your parameters
Vira Frente,Birgitta Frente,RE: Downhole prediction 2522-00 - check your parameters
Vira Frente,Brand Tempestad,RE: Downhole prediction 2522-00 - check your parameters
Vira Frente,Lars Azada,RE: Downhole prediction 2522-00 - check your parameters
Vira Frente,Marin Onda,RE: Downhole prediction 2522-00 - check your parameters
Vira Frente,Axel Calzas,RE: Downhole prediction 2522-00 - check your parameters
Hideki Cocinaro,Kanon Herrero,RE: Resolution of incident
Hideki Cocinaro,Stenig Fusil,RE: Resolution of incident
Hideki Cocinaro,Inga Ferro,RE: Resolution of incident
Hideki Cocinaro,Hideki Cocinaro,RE: Resolution of incident
Hideki Cocinaro,Hennie Osvaldo,RE: Resolution of incident
Hideki Cocinaro,Felix Resumir,RE: Resolution of incident
Hideki Cocinaro,Isia Vann,RE: Resolution of incident
Albina Hafon,Adan Morlun,RE: Traffic advisory for today
Albina Hafon,Valeria Morlun,RE: Traffic advisory for today
Albina Hafon,Henk Mies,RE: Traffic advisory for today
Albina Hafon,Albina Hafon,RE: Traffic advisory for today
Albina Hafon,Dylan Scozzese,RE: Traffic advisory for today
Stenig Fusil,Kanon Herrero,RE: Resolution of incident
Stenig Fusil,Stenig Fusil,RE: Resolution of incident
Stenig Fusil,Inga Ferro,RE: Resolution of incident
Stenig Fusil,Hideki Cocinaro,RE: Resolution of incident
Stenig Fusil,Hennie Osvaldo,RE: Resolution of incident
Stenig Fusil,Felix Resumir,RE: Resolution of incident
Stenig Fusil,Isia Vann,RE: Resolution of incident
Gustav Cazar,Anda Ribera,RE: Need a ride to lunch later
Hennie Osvaldo,Kanon Herrero,RE: Resolution of incident
Hennie Osvaldo,Stenig Fusil,RE: Resolution of incident
Hennie Osvaldo,Inga Ferro,RE: Resolution of incident
Hennie Osvaldo,Hideki Cocinaro,RE: Resolution of incident
Hennie Osvaldo,Hennie Osvaldo,RE: Resolution of incident
Hennie Osvaldo,Felix Resumir,RE: Resolution of incident
Hennie Osvaldo,Isia Vann,RE: Resolution of incident
Vira Frente,Isande Borrasca,RE: Wellhead flow rate data - overpressure at well 1783-03?
Vira Frente,Lars Azada,RE: Wellhead flow rate data - overpressure at well 1783-03?
Vira Frente,Kare Orilla,RE: Wellhead flow rate data - overpressure at well 1783-03?
Vira Frente,Marin Onda,RE: Wellhead flow rate data - overpressure at well 1783-03?
Vira Frente,Elsa Orilla,RE: Wellhead flow rate data - overpressure at well 1783-03?
Vira Frente,Axel Calzas,RE: Wellhead flow rate data - overpressure at well 1783-03?
Vira Frente,Brand Tempestad,RE: Wellhead flow rate data - overpressure at well 1783-03?
Vira Frente,Vira Frente,RE: Wellhead flow rate data - overpressure at well 1783-03?
Kare Orilla,Isande Borrasca,RE: Wellhead flow rate data - overpressure at well 1783-03?
Kare Orilla,Lars Azada,RE: Wellhead flow rate data - overpressure at well 1783-03?
Kare Orilla,Kare Orilla,RE: Wellhead flow rate data - overpressure at well 1783-03?
Kare Orilla,Marin Onda,RE: Wellhead flow rate data - overpressure at well 1783-03?
Kare Orilla,Elsa Orilla,RE: Wellhead flow rate data - overpressure at well 1783-03?
Kare Orilla,Axel Calzas,RE: Wellhead flow rate data - overpressure at well 1783-03?
Kare Orilla,Brand Tempestad,RE: Wellhead flow rate data - overpressure at well 1783-03?
Kare Orilla,Vira Frente,RE: Wellhead flow rate data - overpressure at well 1783-03?
Bertrand Ovan,Emile Arpa,Be Careful!
Bertrand Ovan,Varro Awelon,Be Careful!
Bertrand Ovan,Dante Coginian,Be Careful!
Bertrand Ovan,Albina Hafon,Be Careful!
Bertrand Ovan,Benito Hawelon,Be Careful!
Bertrand Ovan,Claudio Hawelon,Be Careful!
Bertrand Ovan,Henk Mies,Be Careful!
Bertrand Ovan,Valeria Morlun,Be Careful!
Bertrand Ovan,Adan Morlun,Be Careful!
Bertrand Ovan,Cecilia Morluniau,Be Careful!
Bertrand Ovan,Irene Nant,Be Careful!
Bertrand Ovan,Dylan Scozzese,Be Careful!
Bertrand Ovan,Emile Arpa,Safety First!
Bertrand Ovan,Varro Awelon,Safety First!
Bertrand Ovan,Dante Coginian,Safety First!
Bertrand Ovan,Albina Hafon,Safety First!
Bertrand Ovan,Benito Hawelon,Safety First!
Bertrand Ovan,Claudio Hawelon,Safety First!
Bertrand Ovan,Henk Mies,Safety First!
Bertrand Ovan,Valeria Morlun,Safety First!
Bertrand Ovan,Adan Morlun,Safety First!
Bertrand Ovan,Cecilia Morluniau,Safety First!
Bertrand Ovan,Irene Nant,Safety First!
Bertrand Ovan,Dylan Scozzese,Safety First!
Isak Baza,Lucas Alcazar,RE: GT-SeismicProcessorPro Bug Report
Isak Baza,Isak Baza,RE: GT-SeismicProcessorPro Bug Report
Isak Baza,Nils Calixto,RE: GT-SeismicProcessorPro Bug Report
Lars Azada,Isande Borrasca,RE: Wellhead flow rate data - overpressure at well 1783-03?
Lars Azada,Lars Azada,RE: Wellhead flow rate data - overpressure at well 1783-03?
Lars Azada,Kare Orilla,RE: Wellhead flow rate data - overpressure at well 1783-03?
Lars Azada,Marin Onda,RE: Wellhead flow rate data - overpressure at well 1783-03?
Lars Azada,Elsa Orilla,RE: Wellhead flow rate data - overpressure at well 1783-03?
Lars Azada,Axel Calzas,RE: Wellhead flow rate data - overpressure at well 1783-03?
Lars Azada,Brand Tempestad,RE: Wellhead flow rate data - overpressure at well 1783-03?
Lars Azada,Vira Frente,RE: Wellhead flow rate data - overpressure at well 1783-03?
Isak Baza,Lucas Alcazar,RE: GT-SeismicProcessorPro Bug Report
Isak Baza,Isak Baza,RE: GT-SeismicProcessorPro Bug Report
Isak Baza,Nils Calixto,RE: GT-SeismicProcessorPro Bug Report
