Source,Target,Subject
Linda Lagos,Mat Bramar,Training question
Linda Lagos,Anda Ribera,Training question
Linda Lagos,Rachel Pantanal,Training question
Linda Lagos,Linda Lagos,Training question
Linda Lagos,Ruscella Mies,Training question
Linda Lagos,Carla Forluniau,Training question
Linda Lagos,Cornelia Lais,Training question
Lucas Alcazar,Lucas Alcazar,RE: Have you seen this?  New security tool
Lucas Alcazar,Isak Baza,RE: Have you seen this?  New security tool
Ruscella Mies,Adra Nubarron,Plants
Bertrand Ovan,Emile Arpa,Safety First!
Bertrand Ovan,Varro Awelon,Safety First!
Bertrand Ovan,Dante Coginian,Safety First!
Bertrand Ovan,Albina Hafon,Safety First!
Bertrand Ovan,Benito Hawelon,Safety First!
Bertrand Ovan,Claudio Hawelon,Safety First!
Bertrand Ovan,Henk Mies,Safety First!
Bertrand Ovan,Valeria Morlun,Safety First!
Bertrand Ovan,Adan Morlun,Safety First!
Bertrand Ovan,Cecilia Morluniau,Safety First!
Bertrand Ovan,Irene Nant,Safety First!
Bertrand Ovan,Dylan Scozzese,Safety First!
Marin Onda,Gustav Cazar,Cased-hole inspection schedule
Marin Onda,Kare Orilla,Cased-hole inspection schedule
Marin Onda,Adra Nubarron,Cased-hole inspection schedule
Marin Onda,Vira Frente,Cased-hole inspection schedule
Marin Onda,Felix Balas,Cased-hole inspection schedule
Marin Onda,Brand Tempestad,Cased-hole inspection schedule
Marin Onda,Elsa Orilla,Cased-hole inspection schedule
Marin Onda,Axel Calzas,Cased-hole inspection schedule
Marin Onda,Marin Onda,Cased-hole inspection schedule
Marin Onda,Isande Borrasca,Cased-hole inspection schedule
Marin Onda,Lidelse Dedos,Cased-hole inspection schedule
Marin Onda,Birgitta Frente,Cased-hole inspection schedule
Nils Calixto,Lucas Alcazar,Spam reports
Nils Calixto,Isak Baza,Spam reports
Minke Mies,Nils Calixto,Concert
Orhan Strum,Ingrid Barranco,Managing perceptions about the IPO
Orhan Strum,Ada Campo-Corrente,Managing perceptions about the IPO
Orhan Strum,Sten Sanjorge Jr (tethys),Managing perceptions about the IPO
Orhan Strum,Sten Sanjorge Jr,Managing perceptions about the IPO
Orhan Strum,Willem Vasco-Pais,Managing perceptions about the IPO
Ingrid Barranco,Kare Orilla,"Works for me, thanks"
