source,target,weight
Claudio Hawelon,Irene Nant,1
Claudio Hawelon,Henk Mies,1
Claudio Hawelon,Cecilia Morluniau,1
Claudio Hawelon,Dylan Scozzese,1
Claudio Hawelon,Valeria Morlun,1
Claudio Hawelon,Albina Hafon,1
Henk Mies,Claudio Hawelon,1
Henk Mies,Irene Nant,1
Henk Mies,Cecilia Morluniau,1
Henk Mies,Valeria Morlun,1
Henk Mies,Benito Hawelon,1
Henk Mies,Albina Hafon,1
Henk Mies,Anda Ribera,2
Cecilia Morluniau,Claudio Hawelon,1
Cecilia Morluniau,Irene Nant,1
Cecilia Morluniau,Henk Mies,1
Cecilia Morluniau,Dylan Scozzese,1
Cecilia Morluniau,Valeria Morlun,1
Cecilia Morluniau,Albina Hafon,1
Valeria Morlun,Claudio Hawelon,1
Valeria Morlun,Irene Nant,1
Valeria Morlun,Henk Mies,1
Valeria Morlun,Cecilia Morluniau,1
Valeria Morlun,Dylan Scozzese,1
Valeria Morlun,Albina Hafon,1
Varro Awelon,Dylan Scozzese,1
Varro Awelon,Valeria Morlun,1
