Source,Target,Subject
Dylan Scozzese,Varro Awelon,RE: Safety First!
Dylan Scozzese,Emile Arpa,RE: Safety First!
Ada Campo-Corrente,Ingrid Barranco,RE: Managing perceptions about the IPO
Ada Campo-Corrente,Ada Campo-Corrente,RE: Managing perceptions about the IPO
Ada Campo-Corrente,Sten Sanjorge Jr (tethys),RE: Managing perceptions about the IPO
Ada Campo-Corrente,Sten Sanjorge Jr,RE: Managing perceptions about the IPO
Ada Campo-Corrente,Willem Vasco-Pais,RE: Managing perceptions about the IPO
Bertrand Ovan,Emile Arpa,Safety First!
Bertrand Ovan,Varro Awelon,Safety First!
Bertrand Ovan,Dante Coginian,Safety First!
Bertrand Ovan,Albina Hafon,Safety First!
Bertrand Ovan,Benito Hawelon,Safety First!
Bertrand Ovan,Claudio Hawelon,Safety First!
Bertrand Ovan,Henk Mies,Safety First!
Bertrand Ovan,Valeria Morlun,Safety First!
Bertrand Ovan,Adan Morlun,Safety First!
Bertrand Ovan,Cecilia Morluniau,Safety First!
Bertrand Ovan,Irene Nant,Safety First!
Bertrand Ovan,Dylan Scozzese,Safety First!
Emile Arpa,Valeria Morlun,"Guys night out - sorry, ladies"
Emile Arpa,Adan Morlun,"Guys night out - sorry, ladies"
Emile Arpa,Emile Arpa,"Guys night out - sorry, ladies"
Emile Arpa,Claudio Hawelon,"Guys night out - sorry, ladies"
Brand Tempestad,Brand Tempestad,RE: HASR Injection Progress
Brand Tempestad,Lidelse Dedos,RE: HASR Injection Progress
Brand Tempestad,Lars Azada,RE: HASR Injection Progress
Lucas Alcazar,Lucas Alcazar,RE: Spam reports
Lucas Alcazar,Isak Baza,RE: Spam reports
Hennie Osvaldo,Minke Mies,Notification of outside visit
Hennie Osvaldo,Isia Vann,Notification of outside visit
Hennie Osvaldo,Hideki Cocinaro,Notification of outside visit
Hennie Osvaldo,Felix Resumir,Notification of outside visit
Hennie Osvaldo,Loreto Bodrogi,Notification of outside visit
Hennie Osvaldo,Kanon Herrero,Notification of outside visit
Hennie Osvaldo,Stenig Fusil,Notification of outside visit
Hennie Osvaldo,Varja Lagos,Notification of outside visit
Elsa Orilla,Gustav Cazar,RE: Cased-hole inspection schedule
Elsa Orilla,Kare Orilla,RE: Cased-hole inspection schedule
Elsa Orilla,Adra Nubarron,RE: Cased-hole inspection schedule
Elsa Orilla,Vira Frente,RE: Cased-hole inspection schedule
Elsa Orilla,Felix Balas,RE: Cased-hole inspection schedule
Elsa Orilla,Brand Tempestad,RE: Cased-hole inspection schedule
Elsa Orilla,Elsa Orilla,RE: Cased-hole inspection schedule
Elsa Orilla,Axel Calzas,RE: Cased-hole inspection schedule
Elsa Orilla,Marin Onda,RE: Cased-hole inspection schedule
Elsa Orilla,Isande Borrasca,RE: Cased-hole inspection schedule
Elsa Orilla,Lidelse Dedos,RE: Cased-hole inspection schedule
Elsa Orilla,Birgitta Frente,RE: Cased-hole inspection schedule
Linda Lagos,Mat Bramar,RE: When you have a minute
Linda Lagos,Anda Ribera,RE: When you have a minute
Linda Lagos,Rachel Pantanal,RE: When you have a minute
Linda Lagos,Linda Lagos,RE: When you have a minute
Linda Lagos,Ruscella Mies,RE: When you have a minute
Linda Lagos,Carla Forluniau,RE: When you have a minute
Linda Lagos,Cornelia Lais,RE: When you have a minute
Cornelia Lais,Mat Bramar,RE: Anyone have time to help on a project?
Cornelia Lais,Anda Ribera,RE: Anyone have time to help on a project?
Cornelia Lais,Rachel Pantanal,RE: Anyone have time to help on a project?
Cornelia Lais,Linda Lagos,RE: Anyone have time to help on a project?
Cornelia Lais,Ruscella Mies,RE: Anyone have time to help on a project?
Cornelia Lais,Carla Forluniau,RE: Anyone have time to help on a project?
Cornelia Lais,Cornelia Lais,RE: Anyone have time to help on a project?
