Source,Target,Subject
Anda Ribera,Valeria Morlun,Favor - borrow hedge trimmer
Orhan Strum,Orhan Strum,RE: IPO
Orhan Strum,Willem Vasco-Pais,RE: IPO
Benito Hawelon,Adan Morlun,RE: New refueling policies - Effective February 1
Benito Hawelon,Claudio Hawelon,RE: New refueling policies - Effective February 1
Benito Hawelon,Valeria Morlun,RE: New refueling policies - Effective February 1
Benito Hawelon,Varro Awelon,RE: New refueling policies - Effective February 1
Benito Hawelon,Albina Hafon,RE: New refueling policies - Effective February 1
Benito Hawelon,Emile Arpa,RE: New refueling policies - Effective February 1
Benito Hawelon,Irene Nant,RE: New refueling policies - Effective February 1
Benito Hawelon,Benito Hawelon,RE: New refueling policies - Effective February 1
Benito Hawelon,Dante Coginian,RE: New refueling policies - Effective February 1
Felix Resumir,Felix Resumir,RE: Inspection request for site
Felix Resumir,Hideki Cocinaro,RE: Inspection request for site
Felix Resumir,Inga Ferro,RE: Inspection request for site
Felix Resumir,Varja Lagos,RE: Inspection request for site
Felix Resumir,Kanon Herrero,RE: Inspection request for site
Felix Resumir,Stenig Fusil,RE: Inspection request for site
Felix Resumir,Hennie Osvaldo,RE: Inspection request for site
Felix Resumir,Isia Vann,RE: Inspection request for site
Felix Resumir,Edvard Vann,RE: Inspection request for site
Felix Resumir,Loreto Bodrogi,RE: Inspection request for site
Bertrand Ovan,Emile Arpa,Facilities preparations for VIP visit
Bertrand Ovan,Varro Awelon,Facilities preparations for VIP visit
Bertrand Ovan,Dante Coginian,Facilities preparations for VIP visit
Bertrand Ovan,Albina Hafon,Facilities preparations for VIP visit
Bertrand Ovan,Benito Hawelon,Facilities preparations for VIP visit
Bertrand Ovan,Claudio Hawelon,Facilities preparations for VIP visit
Bertrand Ovan,Henk Mies,Facilities preparations for VIP visit
Bertrand Ovan,Valeria Morlun,Facilities preparations for VIP visit
Bertrand Ovan,Adan Morlun,Facilities preparations for VIP visit
Bertrand Ovan,Cecilia Morluniau,Facilities preparations for VIP visit
Bertrand Ovan,Irene Nant,Facilities preparations for VIP visit
Bertrand Ovan,Dylan Scozzese,Facilities preparations for VIP visit
Felix Balas,Birgitta Frente,RE: Wellhead flow rate data
Felix Balas,Lars Azada,RE: Wellhead flow rate data
Felix Balas,Felix Balas,RE: Wellhead flow rate data
Ingrid Barranco,Loreto Bodrogi,RE: Plants
Birgitta Frente,Birgitta Frente,RE: Wellhead flow rate data
Birgitta Frente,Lars Azada,RE: Wellhead flow rate data
Birgitta Frente,Felix Balas,RE: Wellhead flow rate data
Carla Forluniau,Mat Bramar,Question - Protocol for VIP visit
Carla Forluniau,Anda Ribera,Question - Protocol for VIP visit
Carla Forluniau,Rachel Pantanal,Question - Protocol for VIP visit
Carla Forluniau,Linda Lagos,Question - Protocol for VIP visit
Carla Forluniau,Ruscella Mies,Question - Protocol for VIP visit
Carla Forluniau,Carla Forluniau,Question - Protocol for VIP visit
Carla Forluniau,Cornelia Lais,Question - Protocol for VIP visit
Loreto Bodrogi,Ingrid Barranco,RE: Plants
Anda Ribera,Mat Bramar,RE: Craft night
Anda Ribera,Anda Ribera,RE: Craft night
Anda Ribera,Rachel Pantanal,RE: Craft night
Anda Ribera,Linda Lagos,RE: Craft night
Anda Ribera,Ruscella Mies,RE: Craft night
Anda Ribera,Carla Forluniau,RE: Craft night
Anda Ribera,Cornelia Lais,RE: Craft night
Claudio Hawelon,Irene Nant,Route suggestion for next shift
Claudio Hawelon,Cecilia Morluniau,Route suggestion for next shift
Claudio Hawelon,Dylan Scozzese,Route suggestion for next shift
Hennie Osvaldo,Kanon Herrero,Concert tickets
Cornelia Lais,Mat Bramar,RE: Craft night
Cornelia Lais,Anda Ribera,RE: Craft night
Cornelia Lais,Rachel Pantanal,RE: Craft night
Cornelia Lais,Linda Lagos,RE: Craft night
Cornelia Lais,Ruscella Mies,RE: Craft night
Cornelia Lais,Carla Forluniau,RE: Craft night
Cornelia Lais,Cornelia Lais,RE: Craft night
Valeria Morlun,Anda Ribera,RE: Favor - borrow hedge trimmer
Cecilia Morluniau,Ingrid Barranco,Supplies
Anda Ribera,Valeria Morlun,RE: Favor - borrow hedge trimmer
Adan Morlun,Claudio Hawelon,RE: New refueling policies - Effective February 1
Adan Morlun,Benito Hawelon,RE: New refueling policies - Effective February 1
Adan Morlun,Henk Mies,RE: New refueling policies - Effective February 1
Adan Morlun,Dylan Scozzese,RE: New refueling policies - Effective February 1
Adan Morlun,Valeria Morlun,RE: New refueling policies - Effective February 1
Adan Morlun,Irene Nant,RE: New refueling policies - Effective February 1
Adan Morlun,Dante Coginian,RE: New refueling policies - Effective February 1
Adan Morlun,Emile Arpa,RE: New refueling policies - Effective February 1
Adan Morlun,Adan Morlun,RE: New refueling policies - Effective February 1
Adan Morlun,Varro Awelon,RE: New refueling policies - Effective February 1
