Source,Target,Subject
Adra Nubarron,Isande Borrasca,RE: Wellhead flow rate data
Adra Nubarron,Elsa Orilla,RE: Wellhead flow rate data
Adra Nubarron,Felix Balas,RE: Wellhead flow rate data
Adra Nubarron,Brand Tempestad,RE: Wellhead flow rate data
Adra Nubarron,Kare Orilla,RE: Wellhead flow rate data
Adra Nubarron,Adra Nubarron,RE: Wellhead flow rate data
Adra Nubarron,Lars Azada,RE: Wellhead flow rate data
Adra Nubarron,Marin Onda,RE: Wellhead flow rate data
Adra Nubarron,Gustav Cazar,RE: Wellhead flow rate data
Lars Azada,Axel Calzas,RE: Meeting
Axel Calzas,Lars Azada,RE: Meeting
Adan Morlun,Irene Nant,RE: Facilities preparations for VIP visit
Adan Morlun,Dante Coginian,RE: Facilities preparations for VIP visit
Adan Morlun,Emile Arpa,RE: Facilities preparations for VIP visit
Adan Morlun,Varro Awelon,RE: Facilities preparations for VIP visit
Adan Morlun,Cecilia Morluniau,RE: Facilities preparations for VIP visit
Adan Morlun,Claudio Hawelon,RE: Facilities preparations for VIP visit
Adan Morlun,Henk Mies,RE: Facilities preparations for VIP visit
Adan Morlun,Dylan Scozzese,RE: Facilities preparations for VIP visit
Adan Morlun,Benito Hawelon,RE: Facilities preparations for VIP visit
Nils Calixto,Kanon Herrero,RE: Late for meeting
Dylan Scozzese,Irene Nant,RE: Route suggestion for next shift
Dylan Scozzese,Cecilia Morluniau,RE: Route suggestion for next shift
Dylan Scozzese,Dylan Scozzese,RE: Route suggestion for next shift
Ruscella Mies,Mat Bramar,RE: Question - Protocol for VIP visit
Ruscella Mies,Anda Ribera,RE: Question - Protocol for VIP visit
Ruscella Mies,Rachel Pantanal,RE: Question - Protocol for VIP visit
Ruscella Mies,Linda Lagos,RE: Question - Protocol for VIP visit
Ruscella Mies,Ruscella Mies,RE: Question - Protocol for VIP visit
Ruscella Mies,Carla Forluniau,RE: Question - Protocol for VIP visit
Ruscella Mies,Cornelia Lais,RE: Question - Protocol for VIP visit
Kanon Herrero,Nils Calixto,RE: Late for meeting
Dante Coginian,Lucas Alcazar,RE: Congratulations on your service anniversary
Dylan Scozzese,Irene Nant,RE: Route suggestion for next shift
Dylan Scozzese,Cecilia Morluniau,RE: Route suggestion for next shift
Dylan Scozzese,Dylan Scozzese,RE: Route suggestion for next shift
