Source,Target,Subject
Bertrand Ovan,Emile Arpa,New refueling policies - Effective February 1
Bertrand Ovan,Varro Awelon,New refueling policies - Effective February 1
Bertrand Ovan,Dante Coginian,New refueling policies - Effective February 1
Bertrand Ovan,Albina Hafon,New refueling policies - Effective February 1
Bertrand Ovan,Benito Hawelon,New refueling policies - Effective February 1
Bertrand Ovan,Claudio Hawelon,New refueling policies - Effective February 1
Bertrand Ovan,Henk Mies,New refueling policies - Effective February 1
Bertrand Ovan,Valeria Morlun,New refueling policies - Effective February 1
Bertrand Ovan,Adan Morlun,New refueling policies - Effective February 1
Bertrand Ovan,Cecilia Morluniau,New refueling policies - Effective February 1
Bertrand Ovan,Irene Nant,New refueling policies - Effective February 1
Bertrand Ovan,Dylan Scozzese,New refueling policies - Effective February 1
Valeria Morlun,Dante Coginian,Route suggestion for next shift
Valeria Morlun,Albina Hafon,Route suggestion for next shift
Valeria Morlun,Benito Hawelon,Route suggestion for next shift
Valeria Morlun,Henk Mies,Route suggestion for next shift
Mat Bramar,Rachel Pantanal,Upcoming birthdays
Mat Bramar,Lars Azada,Upcoming birthdays
Mat Bramar,Felix Balas,Upcoming birthdays
Mat Bramar,Isande Borrasca,Upcoming birthdays
Mat Bramar,Axel Calzas,Upcoming birthdays
Mat Bramar,Gustav Cazar,Upcoming birthdays
Mat Bramar,Lidelse Dedos,Upcoming birthdays
Mat Bramar,Birgitta Frente,Upcoming birthdays
Mat Bramar,Vira Frente,Upcoming birthdays
Mat Bramar,Adra Nubarron,Upcoming birthdays
Mat Bramar,Marin Onda,Upcoming birthdays
Mat Bramar,Kare Orilla,Upcoming birthdays
Mat Bramar,Elsa Orilla,Upcoming birthdays
Mat Bramar,Brand Tempestad,Upcoming birthdays
Mat Bramar,Ingrid Barranco,Upcoming birthdays
Mat Bramar,Ada Campo-Corrente,Upcoming birthdays
Mat Bramar,Sten Sanjorge Jr,Upcoming birthdays
Mat Bramar,Orhan Strum,Upcoming birthdays
Mat Bramar,Willem Vasco-Pais,Upcoming birthdays
Mat Bramar,Bertrand Ovan,Upcoming birthdays
Mat Bramar,Albina Hafon,Upcoming birthdays
Mat Bramar,Benito Hawelon,Upcoming birthdays
Mat Bramar,Claudio Hawelon,Upcoming birthdays
Mat Bramar,Henk Mies,Upcoming birthdays
Mat Bramar,Valeria Morlun,Upcoming birthdays
Mat Bramar,Adan Morlun,Upcoming birthdays
Mat Bramar,Cecilia Morluniau,Upcoming birthdays
Mat Bramar,Irene Nant,Upcoming birthdays
Mat Bramar,Dylan Scozzese,Upcoming birthdays
Mat Bramar,Lucas Alcazar,Upcoming birthdays
Mat Bramar,Isak Baza,Upcoming birthdays
Mat Bramar,Linnea Bergen,Upcoming birthdays
Mat Bramar,Nils Calixto,Upcoming birthdays
Mat Bramar,Sven Flecha,Upcoming birthdays
Mat Bramar,Hideki Cocinaro,Upcoming birthdays
Mat Bramar,Inga Ferro,Upcoming birthdays
Mat Bramar,Loreto Bodrogi,Upcoming birthdays
Mat Bramar,Isia Vann,Upcoming birthdays
Mat Bramar,Stenig Fusil,Upcoming birthdays
Mat Bramar,Hennie Osvaldo,Upcoming birthdays
Mat Bramar,Kanon Herrero,Upcoming birthdays
Mat Bramar,Varja Lagos,Upcoming birthdays
Mat Bramar,Minke Mies,Upcoming birthdays
Mat Bramar,Felix Resumir,Upcoming birthdays
Mat Bramar,Edvard Vann,Upcoming birthdays
Mat Bramar,Emile Arpa,Upcoming birthdays
Mat Bramar,Varro Awelon,Upcoming birthdays
Mat Bramar,Mat Bramar,Upcoming birthdays
Mat Bramar,Dante Coginian,Upcoming birthdays
Mat Bramar,Carla Forluniau,Upcoming birthdays
Mat Bramar,Linda Lagos,Upcoming birthdays
Mat Bramar,Cornelia Lais,Upcoming birthdays
Mat Bramar,Ruscella Mies,Upcoming birthdays
Mat Bramar,Anda Ribera,Upcoming birthdays
