Source,Target,Subject
Mat Bramar,Mat Bramar,Craft night
Mat Bramar,Anda Ribera,Craft night
Mat Bramar,Rachel Pantanal,Craft night
Mat Bramar,Linda Lagos,Craft night
Mat Bramar,Ruscella Mies,Craft night
Mat Bramar,Carla Forluniau,Craft night
Mat Bramar,Cornelia Lais,Craft night
Lucas Alcazar,Isak Baza,RE: GT-SeismicProcessorPro Bug Report
Lucas Alcazar,Lucas Alcazar,RE: GT-SeismicProcessorPro Bug Report
Ingrid Barranco,Loreto Bodrogi,RE: Plants
Axel Calzas,Felix Balas,Wellhead flow rate data
Axel Calzas,Lars Azada,Wellhead flow rate data
Axel Calzas,Elsa Orilla,Wellhead flow rate data
Axel Calzas,Birgitta Frente,Wellhead flow rate data
Axel Calzas,Kare Orilla,Wellhead flow rate data
Axel Calzas,Isande Borrasca,Wellhead flow rate data
Axel Calzas,Gustav Cazar,Wellhead flow rate data
Axel Calzas,Axel Calzas,Wellhead flow rate data
Axel Calzas,Vira Frente,Wellhead flow rate data
Lars Azada,Birgitta Frente,RE: Wellhead flow rate data
Lars Azada,Lars Azada,RE: Wellhead flow rate data
Lars Azada,Felix Balas,RE: Wellhead flow rate data
Stenig Fusil,Orhan Strum,RE: Service anniversary
Orhan Strum,Stenig Fusil,RE: Service anniversary
Albina Hafon,Dante Coginian,RE: New refueling policies - Effective February 1
Albina Hafon,Irene Nant,RE: New refueling policies - Effective February 1
Albina Hafon,Dylan Scozzese,RE: New refueling policies - Effective February 1
Albina Hafon,Benito Hawelon,RE: New refueling policies - Effective February 1
Albina Hafon,Valeria Morlun,RE: New refueling policies - Effective February 1
Albina Hafon,Adan Morlun,RE: New refueling policies - Effective February 1
Albina Hafon,Emile Arpa,RE: New refueling policies - Effective February 1
Nils Calixto,Nils Calixto,RE: GT-SeismicProcessorPro Bug Report
Nils Calixto,Sven Flecha,RE: GT-SeismicProcessorPro Bug Report
Felix Balas,Birgitta Frente,RE: Wellhead flow rate data
Felix Balas,Lars Azada,RE: Wellhead flow rate data
Felix Balas,Felix Balas,RE: Wellhead flow rate data
Felix Balas,Birgitta Frente,RE: Wellhead flow rate data
Felix Balas,Lars Azada,RE: Wellhead flow rate data
Felix Balas,Felix Balas,RE: Wellhead flow rate data
Lars Azada,Birgitta Frente,RE: Wellhead flow rate data
Lars Azada,Lars Azada,RE: Wellhead flow rate data
Lars Azada,Felix Balas,RE: Wellhead flow rate data
Loreto Bodrogi,Varja Lagos,RE: Patrol schedule changes
Loreto Bodrogi,Hennie Osvaldo,RE: Patrol schedule changes
Loreto Bodrogi,Loreto Bodrogi,RE: Patrol schedule changes
Loreto Bodrogi,Inga Ferro,RE: Patrol schedule changes
Loreto Bodrogi,Ingrid Barranco,RE: Plants
Willem Vasco-Pais,Orhan Strum,RE: IPO
Willem Vasco-Pais,Willem Vasco-Pais,RE: IPO
