source,target,weight
Ingrid Barranco,Ada Campo-Corrente,9
Ingrid Barranco,Sten Sanjorge Jr,9
Ingrid Barranco,Sten Sanjorge Jr (tethys),9
Ada Campo-Corrente,Sten Sanjorge Jr (tethys),1
Ada Campo-Corrente,Sten Sanjorge Jr,1
Ada Campo-Corrente,Willem Vasco-Pais,1
Sten Sanjorge Jr (tethys),Sten Sanjorge Jr,9
Sten Sanjorge Jr (tethys),Willem Vasco-Pais,9
Sten Sanjorge Jr (tethys),Ada Campo-Corrente,9
Willem Vasco-Pais,Ingrid Barranco,4
Willem Vasco-Pais,Orhan Strum,4
Willem Vasco-Pais,Sten Sanjorge Jr,5
Willem Vasco-Pais,Ada Campo-Corrente,5
Willem Vasco-Pais,Sten Sanjorge Jr (tethys),1
