Source,Target,Subject
Felix Balas,Varja Lagos,Congratulations on your service anniversary
Ada Campo-Corrente,Sten Sanjorge Jr (tethys),RE: Impact of local politics on profit margin
Ada Campo-Corrente,Sten Sanjorge Jr,RE: Impact of local politics on profit margin
Ada Campo-Corrente,Willem Vasco-Pais,RE: Impact of local politics on profit margin
Ada Campo-Corrente,Ada Campo-Corrente,RE: Impact of local politics on profit margin
Ada Campo-Corrente,Orhan Strum,RE: Impact of local politics on profit margin
Hideki Cocinaro,Dante Coginian,Tools
Adan Morlun,Irene Nant,Union meeting
Adan Morlun,Cecilia Morluniau,Union meeting
Adan Morlun,Albina Hafon,Union meeting
Adan Morlun,Adan Morlun,Union meeting
Adan Morlun,Dylan Scozzese,Union meeting
Edvard Vann,Kanon Herrero,Security procedures for January 20 VIP visit
Edvard Vann,Minke Mies,Security procedures for January 20 VIP visit
Edvard Vann,Hennie Osvaldo,Security procedures for January 20 VIP visit
Edvard Vann,Inga Ferro,Security procedures for January 20 VIP visit
Edvard Vann,Edvard Vann,Security procedures for January 20 VIP visit
Edvard Vann,Felix Resumir,Security procedures for January 20 VIP visit
Willem Vasco-Pais,Sten Sanjorge Jr (tethys),RE: Impact of local politics on profit margin
Willem Vasco-Pais,Sten Sanjorge Jr,RE: Impact of local politics on profit margin
Willem Vasco-Pais,Willem Vasco-Pais,RE: Impact of local politics on profit margin
Willem Vasco-Pais,Ada Campo-Corrente,RE: Impact of local politics on profit margin
Willem Vasco-Pais,Orhan Strum,RE: Impact of local politics on profit margin
Sten Sanjorge Jr (tethys),Sten Sanjorge Jr (tethys),RE: Impact of local politics on profit margin
Sten Sanjorge Jr (tethys),Sten Sanjorge Jr,RE: Impact of local politics on profit margin
Sten Sanjorge Jr (tethys),Willem Vasco-Pais,RE: Impact of local politics on profit margin
Sten Sanjorge Jr (tethys),Ada Campo-Corrente,RE: Impact of local politics on profit margin
Sten Sanjorge Jr (tethys),Orhan Strum,RE: Impact of local politics on profit margin
Albina Hafon,Bertrand Ovan,RE: Funny!!
Albina Hafon,Albina Hafon,RE: Funny!!
Albina Hafon,Henk Mies,RE: Funny!!
Albina Hafon,Dylan Scozzese,RE: Funny!!
Albina Hafon,Cecilia Morluniau,RE: Funny!!
Albina Hafon,Irene Nant,RE: Funny!!
Albina Hafon,Adan Morlun,RE: Funny!!
Isia Vann,Claudio Hawelon,Awwww- cute!
