Source,Target,Subject
Edvard Vann,Felix Resumir,Resolution of incident
Edvard Vann,Varja Lagos,Resolution of incident
Edvard Vann,Edvard Vann,Resolution of incident
Edvard Vann,Hideki Cocinaro,Resolution of incident
Edvard Vann,Isia Vann,Resolution of incident
Edvard Vann,Inga Ferro,Resolution of incident
Edvard Vann,Loreto Bodrogi,Resolution of incident
Edvard Vann,Kanon Herrero,Resolution of incident
Edvard Vann,Hennie Osvaldo,Resolution of incident
Edvard Vann,Minke Mies,Resolution of incident
Ingrid Barranco,Ada Campo-Corrente,Maximizing quarterly profits
Ingrid Barranco,Ingrid Barranco,Maximizing quarterly profits
Ingrid Barranco,Sten Sanjorge Jr (tethys),Maximizing quarterly profits
Ingrid Barranco,Sten Sanjorge Jr,Maximizing quarterly profits
Sten Sanjorge Jr (tethys),Willem Vasco-Pais,RE: Recommend a good vacation spot?
Sten Sanjorge Jr (tethys),Sten Sanjorge Jr (tethys),RE: Recommend a good vacation spot?
Sten Sanjorge Jr (tethys),Sten Sanjorge Jr,RE: Recommend a good vacation spot?
Sten Sanjorge Jr (tethys),Ada Campo-Corrente,RE: Recommend a good vacation spot?
Carla Forluniau,Mat Bramar,RE: You never get a second chance to make a first impression
Carla Forluniau,Anda Ribera,RE: You never get a second chance to make a first impression
Carla Forluniau,Rachel Pantanal,RE: You never get a second chance to make a first impression
Carla Forluniau,Linda Lagos,RE: You never get a second chance to make a first impression
Carla Forluniau,Ruscella Mies,RE: You never get a second chance to make a first impression
Carla Forluniau,Carla Forluniau,RE: You never get a second chance to make a first impression
Carla Forluniau,Cornelia Lais,RE: You never get a second chance to make a first impression
Hennie Osvaldo,Hennie Osvaldo,RE: Vacation scheduling procedures
Hennie Osvaldo,Isia Vann,RE: Vacation scheduling procedures
Dylan Scozzese,Dylan Scozzese,"RE: Guys night out - sorry, ladies"
Dylan Scozzese,Adan Morlun,"RE: Guys night out - sorry, ladies"
Felix Balas,Gustav Cazar,Field work rotation schedule
Felix Balas,Brand Tempestad,Field work rotation schedule
Felix Balas,Lars Azada,Field work rotation schedule
Felix Balas,Marin Onda,Field work rotation schedule
Felix Balas,Birgitta Frente,Field work rotation schedule
Felix Balas,Adra Nubarron,Field work rotation schedule
Felix Balas,Kare Orilla,Field work rotation schedule
Felix Balas,Axel Calzas,Field work rotation schedule
Felix Balas,Elsa Orilla,Field work rotation schedule
Felix Balas,Lidelse Dedos,Field work rotation schedule
Felix Balas,Vira Frente,Field work rotation schedule
Bertrand Ovan,Emile Arpa,Don't text and drive!
Bertrand Ovan,Varro Awelon,Don't text and drive!
Bertrand Ovan,Dante Coginian,Don't text and drive!
Bertrand Ovan,Albina Hafon,Don't text and drive!
Bertrand Ovan,Benito Hawelon,Don't text and drive!
Bertrand Ovan,Claudio Hawelon,Don't text and drive!
Bertrand Ovan,Henk Mies,Don't text and drive!
Bertrand Ovan,Valeria Morlun,Don't text and drive!
Bertrand Ovan,Adan Morlun,Don't text and drive!
Bertrand Ovan,Cecilia Morluniau,Don't text and drive!
Bertrand Ovan,Irene Nant,Don't text and drive!
Bertrand Ovan,Dylan Scozzese,Don't text and drive!
Birgitta Frente,Lars Azada,Downhole prediction 2522-00 - check your parameters
Birgitta Frente,Adra Nubarron,Downhole prediction 2522-00 - check your parameters
Brand Tempestad,Elsa Orilla,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Isande Borrasca,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Birgitta Frente,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Gustav Cazar,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Felix Balas,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Marin Onda,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Lars Azada,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Vira Frente,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Axel Calzas,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Kare Orilla,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Adra Nubarron,RE: Downhole prediction 2522-00 - updated
Brand Tempestad,Brand Tempestad,RE: Downhole prediction 2522-00 - updated
Bertrand Ovan,Emile Arpa,Mandatory safety training
Bertrand Ovan,Varro Awelon,Mandatory safety training
Bertrand Ovan,Dante Coginian,Mandatory safety training
Bertrand Ovan,Albina Hafon,Mandatory safety training
Bertrand Ovan,Benito Hawelon,Mandatory safety training
Bertrand Ovan,Claudio Hawelon,Mandatory safety training
Bertrand Ovan,Henk Mies,Mandatory safety training
Bertrand Ovan,Valeria Morlun,Mandatory safety training
Bertrand Ovan,Adan Morlun,Mandatory safety training
Bertrand Ovan,Cecilia Morluniau,Mandatory safety training
Bertrand Ovan,Irene Nant,Mandatory safety training
Bertrand Ovan,Dylan Scozzese,Mandatory safety training
Dylan Scozzese,Dylan Scozzese,"RE: Guys night out - sorry, ladies"
Dylan Scozzese,Adan Morlun,"RE: Guys night out - sorry, ladies"
