source,target,weight
Lars Azada,Sven Flecha,3
Lars Azada,Isak Baza,3
Lars Azada,Linnea Bergen,3
Lars Azada,Lucas Alcazar,3
Lars Azada,Nils Calixto,3
Mat Bramar,Sven Flecha,1
Mat Bramar,Isak Baza,1
Mat Bramar,Linnea Bergen,1
Mat Bramar,Lucas Alcazar,1
Mat Bramar,Nils Calixto,1
Sven Flecha,Isak Baza,1
Ruscella Mies,Sven Flecha,1
Ruscella Mies,Isak Baza,1
Ruscella Mies,Linnea Bergen,1
Ruscella Mies,Lucas Alcazar,1
Ruscella Mies,Nils Calixto,1
Axel Calzas,Sven Flecha,3
Axel Calzas,Isak Baza,3
Axel Calzas,Linnea Bergen,3
Axel Calzas,Lucas Alcazar,3
Axel Calzas,Nils Calixto,3
Isak Baza,Sven Flecha,4
Isak Baza,Linnea Bergen,3
Isak Baza,Lucas Alcazar,3
Isak Baza,Nils Calixto,4
Elsa Orilla,Sven Flecha,3
Elsa Orilla,Isak Baza,3
Elsa Orilla,Linnea Bergen,3
Elsa Orilla,Lucas Alcazar,3
Elsa Orilla,Nils Calixto,3
Lucas Alcazar,Sven Flecha,4
Lucas Alcazar,Nils Calixto,7
Lucas Alcazar,Isak Baza,4
Kanon Herrero,Sven Flecha,1
Kanon Herrero,Isak Baza,1
Kanon Herrero,Linnea Bergen,1
Kanon Herrero,Lucas Alcazar,1
Kanon Herrero,Nils Calixto,1
Nils Calixto,Lucas Alcazar,13
