source,target,weight
Lars Azada,Sven Flecha,1
Lars Azada,Isak Baza,1
Lars Azada,Linnea Bergen,1
Lars Azada,Lucas Alcazar,1
Lars Azada,Nils Calixto,1
Mat Bramar,Sven Flecha,5
Mat Bramar,Isak Baza,5
Mat Bramar,Linnea Bergen,5
Mat Bramar,Lucas Alcazar,5
Mat Bramar,Nils Calixto,5
Emile Arpa,Lucas Alcazar,5
Felix Resumir,Sven Flecha,1
Felix Resumir,Isak Baza,1
Felix Resumir,Linnea Bergen,1
Felix Resumir,Lucas Alcazar,1
Felix Resumir,Nils Calixto,1
Sven Flecha,Isak Baza,28
Sven Flecha,Nils Calixto,17
Ruscella Mies,Sven Flecha,1
Ruscella Mies,Isak Baza,1
Ruscella Mies,Linnea Bergen,1
Ruscella Mies,Lucas Alcazar,1
Ruscella Mies,Nils Calixto,1
Isak Baza,Sven Flecha,25
Isak Baza,Linnea Bergen,4
Isak Baza,Lucas Alcazar,5
Isak Baza,Nils Calixto,17
Edvard Vann,Sven Flecha,1
Edvard Vann,Isak Baza,1
Edvard Vann,Linnea Bergen,1
Edvard Vann,Lucas Alcazar,1
Edvard Vann,Nils Calixto,1
Benito Hawelon,Sven Flecha,4
Benito Hawelon,Isak Baza,4
Benito Hawelon,Linnea Bergen,4
Benito Hawelon,Lucas Alcazar,4
Benito Hawelon,Nils Calixto,4
Hideki Cocinaro,Sven Flecha,4
Hideki Cocinaro,Isak Baza,4
Hideki Cocinaro,Linnea Bergen,4
Hideki Cocinaro,Lucas Alcazar,4
Hideki Cocinaro,Nils Calixto,4
Adra Nubarron,Sven Flecha,1
Adra Nubarron,Isak Baza,1
Adra Nubarron,Linnea Bergen,1
Adra Nubarron,Lucas Alcazar,1
Adra Nubarron,Nils Calixto,1
Lucas Alcazar,Sven Flecha,8
Lucas Alcazar,Nils Calixto,8
Nils Calixto,Sven Flecha,12
Nils Calixto,Isak Baza,4
