source,target,weight
Ingrid Barranco,Ada Campo-Corrente,5
Orhan Strum,Ada Campo-Corrente,5
Orhan Strum,Sten Sanjorge Jr (tethys),5
Orhan Strum,Willem Vasco-Pais,12
Orhan Strum,Sten Sanjorge Jr,5
Ada Campo-Corrente,Ingrid Barranco,12
Ada Campo-Corrente,Orhan Strum,13
Ada Campo-Corrente,Sten Sanjorge Jr,13
Ada Campo-Corrente,Sten Sanjorge Jr (tethys),9
Ada Campo-Corrente,Willem Vasco-Pais,4
Sten Sanjorge Jr (tethys),Ingrid Barranco,4
Sten Sanjorge Jr (tethys),Orhan Strum,13
Sten Sanjorge Jr (tethys),Ada Campo-Corrente,13
Sten Sanjorge Jr (tethys),Willem Vasco-Pais,4
Sten Sanjorge Jr (tethys),Sten Sanjorge Jr,9
