source,target,weight
Irene Nant,Orhan Strum,5
Ingrid Barranco,Orhan Strum,5
Ingrid Barranco,Sten Sanjorge Jr,5
Ingrid Barranco,Ada Campo-Corrente,5
Ingrid Barranco,Willem Vasco-Pais,5
Mat Bramar,Ingrid Barranco,9
Mat Bramar,Orhan Strum,9
Mat Bramar,Sten Sanjorge Jr,9
Mat Bramar,Ada Campo-Corrente,9
Mat Bramar,Willem Vasco-Pais,9
Varro Awelon,Ingrid Barranco,1
Varro Awelon,Orhan Strum,1
Varro Awelon,Sten Sanjorge Jr,1
Varro Awelon,Ada Campo-Corrente,1
Varro Awelon,Willem Vasco-Pais,1
Ruscella Mies,Ingrid Barranco,1
Ruscella Mies,Orhan Strum,1
Ruscella Mies,Sten Sanjorge Jr,1
Ruscella Mies,Ada Campo-Corrente,5
Ruscella Mies,Willem Vasco-Pais,1
Axel Calzas,Ingrid Barranco,4
Axel Calzas,Orhan Strum,4
Axel Calzas,Sten Sanjorge Jr,4
Axel Calzas,Ada Campo-Corrente,4
Axel Calzas,Willem Vasco-Pais,4
Claudio Hawelon,Ingrid Barranco,4
Claudio Hawelon,Orhan Strum,4
Claudio Hawelon,Sten Sanjorge Jr,4
Claudio Hawelon,Ada Campo-Corrente,4
Claudio Hawelon,Willem Vasco-Pais,4
Minke Mies,Ingrid Barranco,1
Minke Mies,Orhan Strum,1
Minke Mies,Sten Sanjorge Jr,1
Minke Mies,Ada Campo-Corrente,1
Minke Mies,Willem Vasco-Pais,1
Isande Borrasca,Ingrid Barranco,4
Isande Borrasca,Orhan Strum,4
Isande Borrasca,Sten Sanjorge Jr,4
Isande Borrasca,Ada Campo-Corrente,4
Isande Borrasca,Willem Vasco-Pais,4
Ada Campo-Corrente,Orhan Strum,8
Ada Campo-Corrente,Sten Sanjorge Jr (tethys),8
Ada Campo-Corrente,Willem Vasco-Pais,8
Ada Campo-Corrente,Sten Sanjorge Jr,8
Sten Sanjorge Jr (tethys),Orhan Strum,5
Sten Sanjorge Jr (tethys),Ada Campo-Corrente,5
Sten Sanjorge Jr (tethys),Willem Vasco-Pais,5
Sten Sanjorge Jr (tethys),Sten Sanjorge Jr,5
Willem Vasco-Pais,Orhan Strum,5
Willem Vasco-Pais,Ada Campo-Corrente,5
Willem Vasco-Pais,Sten Sanjorge Jr (tethys),5
Willem Vasco-Pais,Sten Sanjorge Jr,5
Anda Ribera,Ingrid Barranco,4
Anda Ribera,Orhan Strum,4
Anda Ribera,Sten Sanjorge Jr,4
Anda Ribera,Ada Campo-Corrente,4
Anda Ribera,Willem Vasco-Pais,4
Inga Ferro,Ingrid Barranco,5
Inga Ferro,Orhan Strum,5
Inga Ferro,Sten Sanjorge Jr,5
Inga Ferro,Ada Campo-Corrente,5
Inga Ferro,Willem Vasco-Pais,5
